Product Name,Brand Name,Rating,Reviews,Cleaned_Reviews,Sentiment,Confidence_Score
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,3,"Bought this for my elderly mother. It is pretty nice. It is fairly easy to use. Most importantly, it has large buttons and a fairly large display. It was also easy to add to my AT&T account.A couple of negatives. The SOS button is a nice feature, but is fairly easy to set off. So be prepared for false alarms. Another issue, the phone only displays the time in a 24 hours system. For example, 2:00pm is 14:00. This is extremely confusing for my mother. I bought this phone last Nov. I called Jethro sometime in Dec regarding this and was advised there was a firmware update coming out late Dec / early Jan. I waited until Feb & emailed. Told an update to fix this is time display issue was expected in March and to continue checking back with their support section of their website. I've called & emailed several times regarding this issue and I am told the same thing everytime; a fireware update is coming. It has now been 6 months. Just be advised, the phone only displays time in a 24 hour system.",bought elderly mother pretty nice fairly easy use importantly large buttons fairly large display also easy add att accounta couple negatives sos button nice feature fairly easy set prepared false alarms another issue phone displays time hours system example pm extremely confusing mother bought phone last nov called jethro sometime dec regarding advised firmware update coming late dec early jan waited feb emailed told update fix time display issue expected march continue checking back support section website ive called emailed several times regarding issue told thing everytime fireware update coming months advised phone displays time hour system,NEGATIVE,0.9348104000091553
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,2,"I bought this phone for my grandma, it doesn't make or receive calls. I tried a manual selection of the network, and also a factory reset, and nothing happened, she has at&t.",bought phone grandma doesnt make receive calls tried manual selection network also factory reset nothing happened att,NEGATIVE,0.9975274205207825
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,It's a good phone for emergencies and the numbers are nice and big. Easy to use. Thank You so much,good phone emergencies numbers nice big easy use thank much,POSITIVE,0.9961358904838562
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,but did not work with Iwirless,work iwirless,NEGATIVE,0.9199732542037964
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,Does not have Cyrillic! That was a surprize,cyrillic surprize,NEGATIVE,0.7770557999610901
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,2,We bought the phone for my 92 year old mother who is hearing impaired. She could not hear well on it at all.,bought phone year old mother hearing impaired could hear well,NEGATIVE,0.9597160220146179
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,2,As arrival of this phone and I couldn't charge it its so frustrating,arrival phone couldnt charge frustrating,NEGATIVE,0.9710483551025391
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,"Looks good, as advertised, instructions not easy to follow. Keys are quite large and fairly easy to see.",looks good advertised instructions easy follow keys quite large fairly easy see,POSITIVE,0.9383449554443359
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,My Dad loves it - works great with no confusing bells and whistles,dad loves works great confusing bells whistles,POSITIVE,0.9633060693740845
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,1,Very bad same week i bought could not turn on / offNot worth the hassle don't buy it,bad week bought could turn offnot worth hassle dont buy,NEGATIVE,0.9992344379425049
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,Both of my grandmas love it!!! It could have a bigger screen and more ringtones,grandmas love could bigger screen ringtones,POSITIVE,0.9969457983970642
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,It's just what we were looking for,looking,POSITIVE,0.9974109530448914
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,"Mom doesn't like any kind of change, so it has taken some time and effort to get her to embrace this versus her old flip phone.",mom doesnt like kind change taken time effort get embrace versus old flip phone,NEGATIVE,0.9817507863044739
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,2,"Pros:* The cradle is nice* Lack of camera* Cheaper than snapfonCons:* The reception is terrible. We have t-mobile and all our phones work inside the house except this one. Apparently it's only 2g which is being phased out. So expect reception to get worse over time.* The time/date was not set automatically. Seriously? What year is this?* Unlike every other phone, the buttons directly under the screen are not actually the navigation buttons, they are M1 and M2 which are speed dials. Probably not a problem if this is someone's first phone, but it drove me nuts.* no FCC id! This phone might be illegal to use in the US.* Poor manufacturing quality - the battery is hard to insert and remove because the battery is slightly too big for the part where it's supposed to fit* The voice mail number has to be programmed. Similar to the time/date, every other phone I've ever had picked this setting up from the network automatically.* As other reviews have mentioned, the hangup button, if pressed for longer than about 1 second, the phone powers off. Easy to accidentally do.",pros cradle nice lack camera cheaper snapfoncons reception terrible tmobile phones work inside house except one apparently g phased expect reception get worse time timedate set automatically seriously year unlike every phone buttons directly screen actually navigation buttons speed dials probably problem someones first phone drove nuts fcc id phone might illegal use us poor manufacturing quality battery hard insert remove battery slightly big part supposed fit voice mail number programmed similar timedate every phone ive ever picked setting network automatically reviews mentioned hangup button pressed longer second phone powers easy accidentally,NEGATIVE,0.9971809387207031
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,1,Stopped working after a month of use.,stopped working month use,NEGATIVE,0.9993100166320801
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,1,The placement of the M1 and M2 buttons in particular made this too confusing for my elderly father to use. He tried numerous times to get the phone to turn on to make a simple call and could not get it to work. Now it now longer charges or comes on and he has only had it 6 weeks. Fortunately it didn't cost much but what a waste of money.,placement buttons particular made confusing elderly father use tried numerous times get phone turn make simple call could get work longer charges comes weeks fortunately didnt cost much waste money,NEGATIVE,0.9136652946472168
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,2,I bought this phone as a simple option for my 84 year old father. I like the big buttons and the charging cradle. The phone feels cheap. I was afraid I'd break the plastic pieces pulling off the cover to get to the battery and SIM card. We I nstalled 3 different SIM cards from Cricket Wireless (AT&T network) at their store and could not get it connected. Don't know for sure if it's something broken on the phone or just an incompatibility. Other reviewers saying they have connected on AT&T leads me to think something is wrong with the phone. This phone is going back. I'm going to try another brand.,bought phone simple option year old father like big buttons charging cradle phone feels cheap afraid id break plastic pieces pulling cover get battery sim card nstalled different sim cards cricket wireless att network store could get connected dont know sure something broken phone incompatibility reviewers saying connected att leads think something wrong phone phone going back im going try another brand,NEGATIVE,0.9982352256774902
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,"I just not giving 5 stars because I don't know the durability. Everything else are just perfect. I does what it says. Call quality is good. SOS, Speed dial & direct dial works great. Quality of the phone is good. The docking station have some issue but no issue with direct charging, I still rate 4 stars because everything else are just perfect.",giving stars dont know durability everything else perfect says call quality good sos speed dial direct dial works great quality phone good docking station issue issue direct charging still rate stars everything else perfect,POSITIVE,0.9980396628379822
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,Real nice and simple phone for grandma,real nice simple phone grandma,POSITIVE,0.9994745850563049
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,"This is basic, but has all the features necessary for seniors.",basic features necessary seniors,POSITIVE,0.9985694885253906
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,3,returned would not read sim card.,returned would read sim card,NEGATIVE,0.9892459511756897
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,"Great phone for elderly or those not familiar w/ cell phones. Numbers are large,...easier to see.",great phone elderly familiar w cell phones numbers largeeasier see,NEGATIVE,0.9816545248031616
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,1,not working,working,POSITIVE,0.9987824559211731
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,3,"My 79 year old mother, who is partially blind, can easily read the numbers on this phone and that is a great thing! However, this phone only supports 2G and therefore does not work with our AT&T Microcell in our house. Since we have limited cell coverage in our house without the Microcell, this phone does not receive a cell signal a majority of the time.",year old mother partially blind easily read numbers phone great thing however phone supports g therefore work att microcell house since limited cell coverage house without microcell phone receive cell signal majority time,NEGATIVE,0.9821557402610779
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,Loving it,loving,POSITIVE,0.9998767375946045
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,I love this simple handset and the limited number of features I can find on it to get myself into trouble.,love simple handset limited number features find get trouble,POSITIVE,0.9294470548629761
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,2,"This phone is very difficult to unlock. To unlock the phone, you need to press the unlock key 3 times. The first press wakes up the phone, the second press results in a message which says to press the unlock key to unlock. The third press unlocks the phone. There isn't any easier method for unlocking the keyboard without disabling the lock altogether.If you are buying this phone for someone elderly with technology ""issues"" (as we did), they may have a lot of difficulty using this phone. If the three unlock presses aren't done quick enough, the unlock sequence has to be started again. If the unlock key is pressed 4 times, the phone will be locked again instead of being unlocked. All of this is very difficult to explain to someone with dexterity and technology issues.I have never heard of a phone that is this difficult to unlock. It's hard to believe that there isn't an easier method to unlock the phone. However, I have called customer support and they confirmed that the phone does take 3 unlock presses to unlock the phone. The only alternative is to disable the lock feature.On the plus side, the SOS key does work very well and doesn't require one to unlock the keys. The SOS key can be programmed to send text messages and call 911.Another thing to note is that the title for this phone indicates that there is an extra 20% off today. However, they raised the price by about 10% yesterday to $39.99. So, you aren't saving 20%. I hate when companies raise a price just so they can tell you that you are going to save ""more"". I paid the $29.99 ""black friday"" price which was lower than the normal price.",phone difficult unlock unlock phone need press unlock key times first press wakes phone second press results message says press unlock key unlock third press unlocks phone isnt easier method unlocking keyboard without disabling lock altogetherif buying phone someone elderly technology issues may lot difficulty using phone three unlock presses arent done quick enough unlock sequence started unlock key pressed times phone locked instead unlocked difficult explain someone dexterity technology issuesi never heard phone difficult unlock hard believe isnt easier method unlock phone however called customer support confirmed phone take unlock presses unlock phone alternative disable lock featureon plus side sos key work well doesnt require one unlock keys sos key programmed send text messages call another thing note title phone indicates extra today however raised price yesterday arent saving hate companies raise price tell going save paid black friday price lower normal price,NEGATIVE,0.9919427633285522
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,4,"I wish the ring was louder, but can still be heard ok. I am hard of hearing so like everything louder. It is easy to work, and like that not a lot of buttons that can be pushed accidentally. I might buy for a friend. Am wondering if it is compatible with Verizon.Only one problem with setting up. Book says go to settings, but doesn't tell you how to get to settings. If you go to the left 3 utton key and push, it will say phone book. Just keep pushing down arrow and will lead you to settings. Can unlock the phone and set rings.",wish ring louder still heard ok hard hearing like everything louder easy work like lot buttons pushed accidentally might buy friend wondering compatible verizononly one problem setting book says go settings doesnt tell get settings go left utton key push say phone book keep pushing arrow lead settings unlock phone set rings,NEGATIVE,0.9964632391929626
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,3,"It worked alright, until i qccidetly pushed the silent button (wich was not explained in miserable chinglish user guide.Then it completely stopped my incoming calls,and icound not reset it.",worked alright qccidetly pushed silent button wich explained miserable chinglish user guidethen completely stopped incoming callsand icound reset,NEGATIVE,0.9995346069335938
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,5,After reviewing my grandmothers bills I realized she was paying $115 a month for a jitterbug phone with unlimited talk (used 700 minutes a month) & text (never sent one). I bought this phone had AT&T add a no contract line to my plan for $20 a month and gave her this. Works great for her.,reviewing grandmothers bills realized paying month jitterbug phone unlimited talk used minutes month text never sent one bought phone att add contract line plan month gave works great,POSITIVE,0.9967369437217712
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,1,the sim card dose not read so what the point selling a tablet /phone that don't work,sim card dose read point selling tablet phone dont work,NEGATIVE,0.9988358616828918
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,1,"This item is not worth the money I paid. cant find where to put memory card. screen isn't clear very blurred, this item sucks",item worth money paid cant find put memory card screen isnt clear blurred item sucks,NEGATIVE,0.9974222183227539
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,5,Good phone,good phone,POSITIVE,0.9998077750205994
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,1,"The tablet really was not I was looking for the sim card did not work the sd card never read ,charger cord broke,I had to purchase another!!I""m really upset with this product...Really surprise me I wanted a tablet that would do all these things and more",tablet really looking sim card work sd card never read charger cord brokei purchase anotherim really upset productreally surprise wanted tablet would things,NEGATIVE,0.9938143491744995
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,2,When charging the battery the screen had waves of interference to the point I would not use the tablet while charging. I returned the tablet.,charging battery screen waves interference point would use tablet charging returned tablet,NEGATIVE,0.9883402585983276
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,4,It is a little more than ok. I use it on Straighttalk unlimited plan as a 3g phone on AT&T 4g SIM. It has a lot of Chinese apps that you can remove. The viewing angles on screen are not the best. However it looks really sharp straight on. Has excellent quality picture and video (Netflix) . Very Poor Camera!!! Texts to all networks that can be reached by AT&T. I have friends on them all. Is a 4.4.2 android kitty Kat so it can use all the Google apps. The voice search is excellent . If it can decipher my worn out gravely southern accent every time. It should work well for you. Great phone for international travel just pop a European SIM in the extra slot and you are in business. If this phablet had a better camera it would be a steal. The battery will last for days if just used for phone. When you surf and use Wi-Fi continuously you will need to recharge more often. It is going to be kept and used,little ok use straighttalk unlimited plan g phone att g sim lot chinese apps remove viewing angles screen best however looks really sharp straight excellent quality picture video netflix poor camera texts networks reached att friends android kitty kat use google apps voice search excellent decipher worn gravely southern accent every time work well great phone international travel pop european sim extra slot business phablet better camera would steal battery last days used phone surf use wifi continuously need recharge often going kept used,NEGATIVE,0.9302730560302734
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,3,"I AM IN VENEZUELA, THE BATTERY CHARGER IS DAMAGED AND HERE IN VENEZUELA NO WARRANTY THAT BATTERY CHARGER TABLET",venezuela battery charger damaged venezuela warranty battery charger tablet,NEGATIVE,0.9995154142379761
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,2,"This tablet only worked for 4 months, now it is giving trouble to connect to WiFi so i have no play store access. It sucks",tablet worked months giving trouble connect wifi play store access sucks,NEGATIVE,0.9990693926811218
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,5,"Really nice, my daughter uses this everyday and its almost been a year and its still going strong...she loves it",really nice daughter uses everyday almost year still going strongshe loves,POSITIVE,0.9996534585952759
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,5,Thank's for best supply!!!!,thanks best supply,POSITIVE,0.9997342228889465
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,1,Doesn't have Google Play even though picture and description says it does. I contacted E-passion. They were worse than useless. They kept telling me stupid stuff like install Google Play for the non existent app market. It was very obvious they didn't understand much English.,doesnt google play even though picture description says contacted epassion worse useless kept telling stupid stuff like install google play non existent app market obvious didnt understand much english,NEGATIVE,0.9995146989822388
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,1,Very upset The tablet did not work. Sending it back. Will be replacing it.,upset tablet work sending back replacing,NEGATIVE,0.9982593655586243
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,5,great phablet for all general uses,great phablet general uses,POSITIVE,0.9994732737541199
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,3,Is great i love everything about it.,great love everything,POSITIVE,0.999889612197876
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,2,"not liked, because the language is in mandarin or HK also I cannot downland any apps from android stores.",liked language mandarin hk also downland apps android stores,NEGATIVE,0.936411440372467
"2.45"" UNLOCKED Rugged Micro Android Smart Phone; Dual-Sim, WiFi, and Bluetooth",Cedar Tree Technologies,3,"Got this to complete a working scale model office. The little phone actually has a pretty accurate touch screen if I can get my fat fingers to hit only one of those little tiny keys on the keyboard. Probably not bad as a phone for someone with a kid's hands.I can't say that I'm disappointed because I got yellow, and that's what I wanted. But the only color they had in stock was green and I got yellow so drop one star. Also, when I went to put the battery in I discovered THIS PHONE IS NOT RUGGED. The battery cover simply snaps on with no seals to protect against water splashes. So minus another star.All in all its not bad for a $60 smartphone that will not take up much space in the tankbag of your motorbike, or in your hiking bag. But keep it in a zip top bag. If you have a Bluetooth keyboard and mouse, (or can VNC into it like I did) it will be a lot easier to set up.",got complete working scale model office little phone actually pretty accurate touch screen get fat fingers hit one little tiny keys keyboard probably bad phone someone kids handsi cant say im disappointed got yellow thats wanted color stock green got yellow drop one star also went put battery discovered phone rugged battery cover simply snaps seals protect water splashes minus another starall bad smartphone take much space tankbag motorbike hiking bag keep zip top bag bluetooth keyboard mouse vnc like lot easier set,NEGATIVE,0.9964457154273987
"2.45"" UNLOCKED Rugged Micro Android Smart Phone; Dual-Sim, WiFi, and Bluetooth",Cedar Tree Technologies,1,arrived broken and forgot to send back,arrived broken forgot send back,NEGATIVE,0.9630810022354126
"2.45"" UNLOCKED Rugged Micro Android Smart Phone; Dual-Sim, WiFi, and Bluetooth",Cedar Tree Technologies,1,this phone is not worth the money. the plastic is flimsy and the phone hardly works. I am trying to return mine now. don't waste your money.,phone worth money plastic flimsy phone hardly works trying return mine dont waste money,NEGATIVE,0.9990406632423401
"2.45"" UNLOCKED Rugged Micro Android Smart Phone; Dual-Sim, WiFi, and Bluetooth",Cedar Tree Technologies,3,"I like the size of the phone. Whatever happened to the days when we were supposed to make things smaller? I suppose those days are gone with most people ""needing"" to watch YouTube videos in 1080p.This phone has the right size to it, but the internal memory has much to be desired. It also doesn't use the micro SD card slot to move apps over to... I know it can probably be rooted to accomodate for this, but why must it be rooted to install more than one app on here? Isn't there an easier way, like an OTA update or something? I'm not that technically savvy... but I would like to install more than one app on here. After all, this is supposed to be a smart phone.Other than those quirks, I like the phone and use it when my daily driver would be intimidated by mother nature. The speaker can be soft at times, but it works for me.If there are any changes to my review, I'll update when I'm able to.",like size phone whatever happened days supposed make things smaller suppose days gone people needing watch youtube videos pthis phone right size internal memory much desired also doesnt use micro sd card slot move apps know probably rooted accomodate must rooted install one app isnt easier way like ota update something im technically savvy would like install one app supposed smart phoneother quirks like phone use daily driver would intimidated mother nature speaker soft times works meif changes review ill update im able,NEGATIVE,0.9964538812637329
"2016 GSM Factory Unlocked! Smartphone 6"" QHD Android 5.1 Lollipop Bluetooth WiFi",Indigi,3,"Is partial internet working,but Indigi is workin on it,hope will be ok",partial internet workingbut indigi workin ithope ok,NEGATIVE,0.9818938970565796
"2016 GSM Factory Unlocked! Smartphone 6"" QHD Android 5.1 Lollipop Bluetooth WiFi",Indigi,1,This is my second sim card I have to use to activated this phone. I contacted the company and still no response. I'm currently doing more research on the matter. To early to rate cause I had this phone for two weeks.,second sim card use activated phone contacted company still response im currently research matter early rate cause phone two weeks,NEGATIVE,0.9827019572257996
2016 Latest Mini6 Small Android 5.1 Smart Mobile Cell Phone Touch Screen Can Work With Worldwide (Gold),Phone Baby,5,This little phone is great compact and easy to use love it .Michelleheraud,little phone great compact easy use love michelleheraud,POSITIVE,0.9964712858200073
"2016 Newest 6"" Unlocked Indigi M8 White Wireless SmartPhone Android 5.1 (Dual SIM) Unlocked",Indigi,1,I hate it!!!! I will be sending it back. It keeps blinking on and off. I want my refund back!,hate sending back keeps blinking want refund back,NEGATIVE,0.9989728927612305
"2016 Newest 6"" Unlocked Indigi M8 White Wireless SmartPhone Android 5.1 (Dual SIM) Unlocked",Indigi,3,Lots of nice features but touch response slow. Nice looking phone. I only use the phone for one week and I will write review again. Sound volume poor.,lots nice features touch response slow nice looking phone use phone one week write review sound volume poor,NEGATIVE,0.9915946125984192
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,5,"We buy these for work, good price and would be extremely durable for the average person. We do HVAC and we break them a lot not the holster fault.",buy work good price would extremely durable average person hvac break lot holster fault,NEGATIVE,0.9933924078941345
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,5,"They are wonderful. got them for my son as he tends to break them. now we have extras without going through hassle of ordering again!!! thanks for that, that rates 5 stars.",wonderful got son tends break extras without going hassle ordering thanks rates stars,POSITIVE,0.9995212554931641
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,3,Does the job but just barely,job barely,NEGATIVE,0.9927080273628235
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,5,lasting longer than the oem,lasting longer oem,NEGATIVE,0.947394073009491
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,5,Crear product. Fast arrived.,crear product fast arrived,NEGATIVE,0.9927466511726379
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,3,Good thing I had order this 3 pack. Poor quality already burned they 2 cases,good thing order pack poor quality already burned cases,NEGATIVE,0.9994587302207947
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,4,Works great.,works great,POSITIVE,0.9998718500137329
